20150514011808,10.0.0.2,38124,10.0.0.1,5001,3,0.0-1.0,1703936,13631488
20150514011809,10.0.0.2,38124,10.0.0.1,5001,3,1.0-2.0,1179648,9437184
20150514011810,10.0.0.2,38124,10.0.0.1,5001,3,2.0-3.0,1310720,10485760
20150514011811,10.0.0.2,38124,10.0.0.1,5001,3,3.0-4.0,1572864,12582912
20150514011812,10.0.0.2,38124,10.0.0.1,5001,3,4.0-5.0,1048576,8388608
20150514011813,10.0.0.2,38124,10.0.0.1,5001,3,5.0-6.0,1572864,12582912
20150514011814,10.0.0.2,38124,10.0.0.1,5001,3,6.0-7.0,1310720,10485760
20150514011815,10.0.0.2,38124,10.0.0.1,5001,3,7.0-8.0,1441792,11534336
20150514011816,10.0.0.2,38124,10.0.0.1,5001,3,8.0-9.0,786432,6291456
20150514011817,10.0.0.2,38124,10.0.0.1,5001,3,9.0-10.0,1703936,13631488
20150514011818,10.0.0.2,38124,10.0.0.1,5001,3,10.0-11.0,1048576,8388608
20150514011820,10.0.0.2,38124,10.0.0.1,5001,3,11.0-12.0,1835008,14680064
20150514011821,10.0.0.2,38124,10.0.0.1,5001,3,12.0-13.0,917504,7340032
20150514011821,10.0.0.2,38124,10.0.0.1,5001,3,13.0-14.0,917504,7340032
20150514011822,10.0.0.2,38124,10.0.0.1,5001,3,14.0-15.0,917504,7340032
20150514011823,10.0.0.2,38124,10.0.0.1,5001,3,15.0-16.0,917504,7340032
20150514011825,10.0.0.2,38124,10.0.0.1,5001,3,16.0-17.0,1835008,14680064
20150514011826,10.0.0.2,38124,10.0.0.1,5001,3,17.0-18.0,1048576,8388608
20150514011826,10.0.0.2,38124,10.0.0.1,5001,3,18.0-19.0,917504,7340032
20150514011827,10.0.0.2,38124,10.0.0.1,5001,3,19.0-20.0,917504,7340032
20150514011828,10.0.0.2,38124,10.0.0.1,5001,3,20.0-21.0,917504,7340032
20150514011830,10.0.0.2,38124,10.0.0.1,5001,3,21.0-22.0,1966080,15728640
20150514011831,10.0.0.2,38124,10.0.0.1,5001,3,22.0-23.0,917504,7340032
20150514011832,10.0.0.2,38124,10.0.0.1,5001,3,23.0-24.0,917504,7340032
20150514011832,10.0.0.2,38124,10.0.0.1,5001,3,24.0-25.0,917504,7340032
20150514011833,10.0.0.2,38124,10.0.0.1,5001,3,25.0-26.0,917504,7340032
20150514011835,10.0.0.2,38124,10.0.0.1,5001,3,26.0-27.0,1966080,15728640
20150514011836,10.0.0.2,38124,10.0.0.1,5001,3,27.0-28.0,917504,7340032
20150514011837,10.0.0.2,38124,10.0.0.1,5001,3,28.0-29.0,917504,7340032
20150514011837,10.0.0.2,38124,10.0.0.1,5001,3,29.0-30.0,1048576,8388608
20150514011838,10.0.0.2,38124,10.0.0.1,5001,3,30.0-31.0,917504,7340032
20150514011839,10.0.0.2,38124,10.0.0.1,5001,3,31.0-32.0,917504,7340032
20150514011841,10.0.0.2,38124,10.0.0.1,5001,3,32.0-33.0,1966080,15728640
20150514011842,10.0.0.2,38124,10.0.0.1,5001,3,33.0-34.0,917504,7340032
20150514011842,10.0.0.2,38124,10.0.0.1,5001,3,34.0-35.0,917504,7340032
20150514011843,10.0.0.2,38124,10.0.0.1,5001,3,35.0-36.0,917504,7340032
20150514011844,10.0.0.2,38124,10.0.0.1,5001,3,36.0-37.0,1048576,8388608
20150514011846,10.0.0.2,38124,10.0.0.1,5001,3,37.0-38.0,1835008,14680064
20150514011847,10.0.0.2,38124,10.0.0.1,5001,3,38.0-39.0,917504,7340032
20150514011847,10.0.0.2,38124,10.0.0.1,5001,3,39.0-40.0,1048576,8388608
20150514011848,10.0.0.2,38124,10.0.0.1,5001,3,40.0-41.0,917504,7340032
20150514011850,10.0.0.2,38124,10.0.0.1,5001,3,41.0-42.0,1835008,14680064
20150514011851,10.0.0.2,38124,10.0.0.1,5001,3,42.0-43.0,917504,7340032
20150514011851,10.0.0.2,38124,10.0.0.1,5001,3,43.0-44.0,1048576,8388608
20150514011852,10.0.0.2,38124,10.0.0.1,5001,3,44.0-45.0,917504,7340032
20150514011853,10.0.0.2,38124,10.0.0.1,5001,3,45.0-46.0,917504,7340032
20150514011855,10.0.0.2,38124,10.0.0.1,5001,3,46.0-47.0,1966080,15728640
20150514011856,10.0.0.2,38124,10.0.0.1,5001,3,47.0-48.0,917504,7340032
20150514011856,10.0.0.2,38124,10.0.0.1,5001,3,48.0-49.0,917504,7340032
20150514011857,10.0.0.2,38124,10.0.0.1,5001,3,49.0-50.0,1048576,8388608
20150514011858,10.0.0.2,38124,10.0.0.1,5001,3,50.0-51.0,917504,7340032
20150514011900,10.0.0.2,38124,10.0.0.1,5001,3,51.0-52.0,1966080,15728640
20150514011901,10.0.0.2,38124,10.0.0.1,5001,3,52.0-53.0,917504,7340032
20150514011901,10.0.0.2,38124,10.0.0.1,5001,3,53.0-54.0,917504,7340032
20150514011902,10.0.0.2,38124,10.0.0.1,5001,3,54.0-55.0,1048576,8388608
20150514011903,10.0.0.2,38124,10.0.0.1,5001,3,55.0-56.0,917504,7340032
20150514011905,10.0.0.2,38124,10.0.0.1,5001,3,56.0-57.0,1966080,15728640
20150514011906,10.0.0.2,38124,10.0.0.1,5001,3,57.0-58.0,917504,7340032
20150514011907,10.0.0.2,38124,10.0.0.1,5001,3,58.0-59.0,1048576,8388608
20150514011907,10.0.0.2,38124,10.0.0.1,5001,3,59.0-60.0,917504,7340032
20150514011907,10.0.0.2,38124,10.0.0.1,5001,3,0.0-60.4,70778880,9376183
