20150514204937,10.0.0.2,57647,10.0.0.1,5001,3,0.0-1.0,1703936,13631488
20150514204938,10.0.0.2,57647,10.0.0.1,5001,3,1.0-2.0,1441792,11534336
20150514204939,10.0.0.2,57647,10.0.0.1,5001,3,2.0-3.0,1441792,11534336
20150514204940,10.0.0.2,57647,10.0.0.1,5001,3,3.0-4.0,1179648,9437184
20150514204941,10.0.0.2,57647,10.0.0.1,5001,3,4.0-5.0,1441792,11534336
20150514204942,10.0.0.2,57647,10.0.0.1,5001,3,5.0-6.0,1179648,9437184
20150514204943,10.0.0.2,57647,10.0.0.1,5001,3,6.0-7.0,1310720,10485760
20150514204944,10.0.0.2,57647,10.0.0.1,5001,3,7.0-8.0,1441792,11534336
20150514204946,10.0.0.2,57647,10.0.0.1,5001,3,8.0-9.0,1703936,13631488
20150514204946,10.0.0.2,57647,10.0.0.1,5001,3,9.0-10.0,786432,6291456
20150514204948,10.0.0.2,57647,10.0.0.1,5001,3,10.0-11.0,1966080,15728640
20150514204949,10.0.0.2,57647,10.0.0.1,5001,3,11.0-12.0,917504,7340032
20150514204950,10.0.0.2,57647,10.0.0.1,5001,3,12.0-13.0,917504,7340032
20150514204950,10.0.0.2,57647,10.0.0.1,5001,3,13.0-14.0,1048576,8388608
20150514204951,10.0.0.2,57647,10.0.0.1,5001,3,14.0-15.0,917504,7340032
20150514204953,10.0.0.2,57647,10.0.0.1,5001,3,15.0-16.0,1835008,14680064
20150514204954,10.0.0.2,57647,10.0.0.1,5001,3,16.0-17.0,1048576,8388608
20150514204954,10.0.0.2,57647,10.0.0.1,5001,3,17.0-18.0,917504,7340032
20150514204955,10.0.0.2,57647,10.0.0.1,5001,3,18.0-19.0,917504,7340032
20150514204957,10.0.0.2,57647,10.0.0.1,5001,3,19.0-20.0,1966080,15728640
20150514204958,10.0.0.2,57647,10.0.0.1,5001,3,20.0-21.0,917504,7340032
20150514204959,10.0.0.2,57647,10.0.0.1,5001,3,21.0-22.0,917504,7340032
20150514204959,10.0.0.2,57647,10.0.0.1,5001,3,22.0-23.0,917504,7340032
20150514205000,10.0.0.2,57647,10.0.0.1,5001,3,23.0-24.0,1048576,8388608
20150514205001,10.0.0.2,57647,10.0.0.1,5001,3,24.0-25.0,917504,7340032
20150514205002,10.0.0.2,57647,10.0.0.1,5001,3,25.0-26.0,917504,7340032
20150514205003,10.0.0.2,57647,10.0.0.1,5001,3,26.0-27.0,917504,7340032
20150514205004,10.0.0.2,57647,10.0.0.1,5001,3,27.0-28.0,1048576,8388608
20150514205006,10.0.0.2,57647,10.0.0.1,5001,3,28.0-29.0,1835008,14680064
20150514205007,10.0.0.2,57647,10.0.0.1,5001,3,29.0-30.0,917504,7340032
20150514205008,10.0.0.2,57647,10.0.0.1,5001,3,30.0-31.0,1048576,8388608
20150514205009,10.0.0.2,57647,10.0.0.1,5001,3,31.0-32.0,917504,7340032
20150514205010,10.0.0.2,57647,10.0.0.1,5001,3,32.0-33.0,917504,7340032
20150514205010,10.0.0.2,57647,10.0.0.1,5001,3,33.0-34.0,917504,7340032
20150514205011,10.0.0.2,57647,10.0.0.1,5001,3,34.0-35.0,1048576,8388608
20150514205013,10.0.0.2,57647,10.0.0.1,5001,3,35.0-36.0,1966080,15728640
20150514205014,10.0.0.2,57647,10.0.0.1,5001,3,36.0-37.0,917504,7340032
20150514205015,10.0.0.2,57647,10.0.0.1,5001,3,37.0-38.0,1048576,8388608
20150514205015,10.0.0.2,57647,10.0.0.1,5001,3,38.0-39.0,917504,7340032
20150514205016,10.0.0.2,57647,10.0.0.1,5001,3,39.0-40.0,1048576,8388608
20150514205018,10.0.0.2,57647,10.0.0.1,5001,3,40.0-41.0,1966080,15728640
20150514205019,10.0.0.2,57647,10.0.0.1,5001,3,41.0-42.0,1048576,8388608
20150514205020,10.0.0.2,57647,10.0.0.1,5001,3,42.0-43.0,917504,7340032
20150514205020,10.0.0.2,57647,10.0.0.1,5001,3,43.0-44.0,1048576,8388608
20150514205021,10.0.0.2,57647,10.0.0.1,5001,3,44.0-45.0,917504,7340032
20150514205023,10.0.0.2,57647,10.0.0.1,5001,3,45.0-46.0,1966080,15728640
20150514205024,10.0.0.2,57647,10.0.0.1,5001,3,46.0-47.0,1048576,8388608
20150514205025,10.0.0.2,57647,10.0.0.1,5001,3,47.0-48.0,1048576,8388608
20150514205025,10.0.0.2,57647,10.0.0.1,5001,3,48.0-49.0,917504,7340032
20150514205026,10.0.0.2,57647,10.0.0.1,5001,3,49.0-50.0,1048576,8388608
20150514205028,10.0.0.2,57647,10.0.0.1,5001,3,50.0-51.0,1966080,15728640
20150514205029,10.0.0.2,57647,10.0.0.1,5001,3,51.0-52.0,917504,7340032
20150514205030,10.0.0.2,57647,10.0.0.1,5001,3,52.0-53.0,1048576,8388608
20150514205030,10.0.0.2,57647,10.0.0.1,5001,3,53.0-54.0,1048576,8388608
20150514205031,10.0.0.2,57647,10.0.0.1,5001,3,54.0-55.0,1048576,8388608
20150514205033,10.0.0.2,57647,10.0.0.1,5001,3,55.0-56.0,1966080,15728640
20150514205034,10.0.0.2,57647,10.0.0.1,5001,3,56.0-57.0,1048576,8388608
20150514205035,10.0.0.2,57647,10.0.0.1,5001,3,57.0-58.0,917504,7340032
20150514205035,10.0.0.2,57647,10.0.0.1,5001,3,58.0-59.0,1048576,8388608
20150514205036,10.0.0.2,57647,10.0.0.1,5001,3,59.0-60.0,1048576,8388608
20150514205036,10.0.0.2,57647,10.0.0.1,5001,3,0.0-60.2,71303168,9469629
